split,review_id,document_id,issue_id,issue_title,source_or_case_theme,jurisdiction_or_source,law_category,law_category_detail,stance,public_content_status
public_exam,EXTVA10B,VA-10,VA-10-B,What arguments should CSC make in support of its Motion for Summary Judgment? What arguments should Paige make in opposition to the Motion for Summary Judgment? How should the D...,Virginia Board of Bar Examiners,Virginia / United States bar exam law,Tort,Negligence / Personal Injury,,metadata only; content appears only in excerpted sample rows
public_exam,EXTSQE201,SQE2-01,SQE2-01,"Whether the executor can act alone, how gifts fail or pass, and whether inheritance tax is due",Solicitors Regulation Authority,England and Wales law,Professional Responsibility / Legal Ethics,Lawyer / Barrister Ethics,,metadata only; content appears only in excerpted sample rows
public_exam,EXTSQE203,SQE2-03,SQE2-03,Whether the case should remain in the magistrates' court and whether the confession should be excluded,Solicitors Regulation Authority,England and Wales law,Tort,Medical Malpractice,,metadata only; content appears only in excerpted sample rows
public_exam,EXTSQE205,SQE2-05,SQE2-05,How founders can protect control after outside investment,Solicitors Regulation Authority,England and Wales law,Business Organizations / Agency,Entity Governance / Agency,,metadata only; content appears only in excerpted sample rows
public_exam,EXTSQE207,SQE2-07,SQE2-07,Whether the client committed an aggravated Dangerous Dogs Act offence,Solicitors Regulation Authority,England and Wales law,Tort,Medical Malpractice,,metadata only; content appears only in excerpted sample rows
public_exam,EXTSQE209,SQE2-09,SQE2-09,How to structure a contract claim for unpaid construction fees,Solicitors Regulation Authority,England and Wales law,Tort,Medical Malpractice,,metadata only; content appears only in excerpted sample rows
public_exam,EXTSQE210,SQE2-10,SQE2-10,Whether undisclosed profits and equipment purchases bind the partnership,Solicitors Regulation Authority,England and Wales law,Tort,Negligence / Personal Injury,,metadata only; content appears only in excerpted sample rows
public_exam,EXTCAPT01,CA-PT-01,CA-PT-01,Whether destruction of key evidence supports sanctions or an independent tort claim,State Bar of California,California Bar Examination / fictional State of Columbia authorities,Tort,Motor Vehicle Accident,,metadata only; content appears only in excerpted sample rows
public_exam,EXTCAPT03,CA-PT-03,CA-PT-03,Whether a cotenant can force a sale and recover contributions for expenses and improvements,State Bar of California,California Bar Examination / fictional State of Columbia authorities,Tort,Defamation / Reputation,,metadata only; content appears only in excerpted sample rows
public_exam,EXTCAPT05,CA-PT-05,CA-PT-05,Whether the defendant is immune under the Good Samaritan Act,State Bar of California,California Bar Examination / fictional State of Columbia authorities,Tort,Medical Malpractice,,metadata only; content appears only in excerpted sample rows
public_exam,EXTCAPT07,CA-PT-07,CA-PT-07,Whether the defendant is guilty of second-degree murder or involuntary manslaughter,State Bar of California,California Bar Examination / fictional State of Columbia authorities,Tort,Motor Vehicle Accident,,metadata only; content appears only in excerpted sample rows
public_exam,EXTCAPT09,CA-PT-09,CA-PT-09,Whether the defendant's statement should be excluded as involuntary,State Bar of California,California Bar Examination / fictional State of Columbia authorities,Tort,Medical Malpractice,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVICBAR01A,VICBAR-01,VICBAR-01-A,Could the barrister disclose the information about the potential divorce to other people? Why or why not? [1 mark],Victorian Bar,Victoria / Australia law,Professional Responsibility / Legal Ethics,Lawyer / Barrister Ethics,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVICBAR01B,VICBAR-01,VICBAR-01-B,Would your answer change if the only person that the barrister told was the barrister's administrative assistant? Why or why not? [1 mark],Victorian Bar,Victoria / Australia law,Professional Responsibility / Legal Ethics,Lawyer / Barrister Ethics,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVICBAR01C,VICBAR-01,VICBAR-01-C,Would your answer change if the client gave the barrister consent to disclose the information? Why or why not? [1 mark],Victorian Bar,Victoria / Australia law,Professional Responsibility / Legal Ethics,Lawyer / Barrister Ethics,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVICBAR04A,VICBAR-04,VICBAR-04-A,The barrister has accepted a brief to appear on an application in the County Court of Victoria. The barrister is subsequently offered a second brief by a different client to app...,Victorian Bar,Victoria / Australia law,Professional Responsibility / Legal Ethics,Lawyer / Barrister Ethics,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVICBAR04B,VICBAR-04,VICBAR-04-B,The barrister has accepted a brief to appear in a directions hearing at 10:30am. The barrister is subsequently offered a second brief by a different client to appear in a hearin...,Victorian Bar,Victoria / Australia law,Professional Responsibility / Legal Ethics,Lawyer / Barrister Ethics,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVICBAR07A,VICBAR-07,VICBAR-07-A,What implications did the tripartite agreement have for the costs disclosure and costs agreement obligations of the barrister in Tatarka? [3 marks],Victorian Bar,Victoria / Australia law,Professional Responsibility / Legal Ethics,Lawyer / Barrister Ethics,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVICBAR07B,VICBAR-07,VICBAR-07-B,Does Tatarka provide support for the proposition that a barrister will always be entitled to recover their costs from a client (as opposed to an instructing solicitor)? Why or w...,Victorian Bar,Victoria / Australia law,Professional Responsibility / Legal Ethics,Lawyer / Barrister Ethics,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVICBAR10,VICBAR-10,VICBAR-10,Whether using barrister letterhead in a personal building dispute breaches the rules,Victorian Bar,Victoria / Australia law,Professional Responsibility / Legal Ethics,Lawyer / Barrister Ethics,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA11A,VA-11,VA-11-A,"What are Larry's ethical obligations with respect to the $5,000 retainer? Explain fully.",Virginia Board of Bar Examiners,Virginia / United States bar exam law,Professional Responsibility / Legal Ethics,Lawyer / Barrister Ethics,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA11B,VA-11,VA-11-B,What are Larry's ethical obligations with respect to Carla's client file? Explain fully.,Virginia Board of Bar Examiners,Virginia / United States bar exam law,Professional Responsibility / Legal Ethics,Lawyer / Barrister Ethics,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA11C,VA-11,VA-11-C,Can Larry ethically seek to enforce the arbitration clause? Explain fully.,Virginia Board of Bar Examiners,Virginia / United States bar exam law,Professional Responsibility / Legal Ethics,Lawyer / Barrister Ethics,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA20A,VA-20,VA-20-A,What arguments should CSC make in support of its Motion to Amend its Answer to add the affirmative defenses? What arguments should Paige make in opposition to the Motion to Amen...,Virginia Board of Bar Examiners,Virginia / United States bar exam law,Tort,Negligence / Personal Injury,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA21A,VA-21,VA-21-A,Can Sam enforce the $500 check against Tim? Explain fully.,Virginia Board of Bar Examiners,Virginia / United States bar exam law,Business Organizations / Agency,Entity Governance / Agency,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA21B,VA-21,VA-21-B,"Can Collections, Inc. enforce the $100 check against Art? Explain fully.",Virginia Board of Bar Examiners,Virginia / United States bar exam law,Business Organizations / Agency,Entity Governance / Agency,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA21C,VA-21,VA-21-C,"Assume for this question only that Nora did not endorse the $100 check that she cashed at Cash Express. What actions, if any, might Cash Express take to make the $100 check a ne...",Virginia Board of Bar Examiners,Virginia / United States bar exam law,Business Organizations / Agency,Entity Governance / Agency,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA22,VA-22,VA-22,"6. Drake Davis was involved in an automobile accident in Fairfax County, Virginia. Drake's car struck and killed a pedestrian in a crosswalk. Drake and his passenger, Theresa Fr...",Virginia Board of Bar Examiners,Virginia / United States bar exam law,Criminal,Substantive Criminal Law,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA23A,VA-23,VA-23-A,What arguments should be made for and against the claim that Amy negligently entrusted her vehicle to Abe? Who is likely to prevail? Explain fully.,Virginia Board of Bar Examiners,Virginia / United States bar exam law,Tort,Motor Vehicle Accident,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA23B,VA-23,VA-23-B,What arguments should be made for and against the defense of contributory negligence? Who is likely to prevail? Explain fully.,Virginia Board of Bar Examiners,Virginia / United States bar exam law,Tort,Motor Vehicle Accident,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA23C,VA-23,VA-23-C,What arguments should be made for and against the defense of assumption of the risk? Who is likely to prevail? Explain fully.,Virginia Board of Bar Examiners,Virginia / United States bar exam law,Tort,Motor Vehicle Accident,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA24,VA-24,VA-24,"7. After several years of searching, Wilma and Harry Homeowners (Homeowners) found an idyllic parcel of land in the City of Chesapeake, Virginia (City), adjacent to a city park....",Virginia Board of Bar Examiners,Virginia / United States bar exam law,Property,Real Property,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA25A,VA-25,VA-25-A,"Did the court err in sustaining Marshall's plea of the statute of limitations as to Counts I and III, and overruling the plea as to Count II? Explain fully.",Virginia Board of Bar Examiners,Virginia / United States bar exam law,Tort,Defamation / Reputation,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA25B,VA-25,VA-25-B,"Did the court err in refusing to permit Frank to nonsuit Counts I and III, and in permitting him to nonsuit Count II? Explain fully.",Virginia Board of Bar Examiners,Virginia / United States bar exam law,Tort,Defamation / Reputation,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA26A,VA-26,VA-26-A,What must Paige prove to establish a bailment and breach of bailment against DPRA for the rug? Explain fully.,Virginia Board of Bar Examiners,Virginia / United States bar exam law,Succession / Trusts / Estates,Wills / Trusts / Estates,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA26B,VA-26,VA-26-B,"What defense(s) to Paige's bailment action might DPRA reasonably raise, and is it likely to succeed? Explain fully.",Virginia Board of Bar Examiners,Virginia / United States bar exam law,Succession / Trusts / Estates,Wills / Trusts / Estates,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA26C,VA-26,VA-26-C,"What right, if any, might Barry assert to the rug and is he likely to succeed? Explain fully.",Virginia Board of Bar Examiners,Virginia / United States bar exam law,Succession / Trusts / Estates,Wills / Trusts / Estates,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA28A,VA-28,VA-28-A,Is Alex correct in his belief that Virginia recognizes a presumption in favor of the mother in awarding custody? Explain fully.,Virginia Board of Bar Examiners,Virginia / United States bar exam law,Tort,Medical Malpractice,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA28B,VA-28,VA-28-B,"Applying the facts to the statutory factors listed above, what arguments should Beth make in support of her petition for primary physical custody of Phil? Explain fully.",Virginia Board of Bar Examiners,Virginia / United States bar exam law,Tort,Medical Malpractice,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA28C,VA-28,VA-28-C,"Applying the facts to the statutory factors listed above, what arguments should Alex make in support of his desire to maintain primary physical custody of Phil? Explain fully.",Virginia Board of Bar Examiners,Virginia / United States bar exam law,Tort,Medical Malpractice,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA29A,VA-29,VA-29-A,May Len represent Fred to contest the Will? Explain fully with reference to the Virginia Rules of Professional Conduct.,Virginia Board of Bar Examiners,Virginia / United States bar exam law,Professional Responsibility / Legal Ethics,Lawyer / Barrister Ethics,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA29B,VA-29,VA-29-B,Was there an enforceable contract between Harold and Winny that precluded Winny from changing her Will after Harold died? Explain fully.,Virginia Board of Bar Examiners,Virginia / United States bar exam law,Family,Family / Domestic Relations,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA29C,VA-29,VA-29-C,Assume for this question only that Winny had the power to change her Will. Is Winny's note to Len sufficient to do so? Explain fully.,Virginia Board of Bar Examiners,Virginia / United States bar exam law,Family,Family / Domestic Relations,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA30A,VA-30,VA-30-A,What was the legal effect of Burton's death on the partnership? Explain fully.,Virginia Board of Bar Examiners,Virginia / United States bar exam law,Business Organizations / Agency,Entity Governance / Agency,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA30B,VA-30,VA-30-B,"Assuming the absence of any agreement among the partners as to the rights of the personal representative of a deceased partner against the partnership, what, if any, claim did B...",Virginia Board of Bar Examiners,Virginia / United States bar exam law,Business Organizations / Agency,Entity Governance / Agency,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA30C,VA-30,VA-30-C,"Does Burton's estate have an obligation to pay any part of the charge for the computer, or the charge for the software? Explain fully.",Virginia Board of Bar Examiners,Virginia / United States bar exam law,Succession / Trusts / Estates,Wills / Trusts / Estates,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA30D,VA-30,VA-30-D,"Can Arnold and Clyde continue to use the name ""Arnold, Burton & Clyde, Attorneys at Law"" and, if so, for how long? Explain fully with reference to the Virginia Rules of Professi...",Virginia Board of Bar Examiners,Virginia / United States bar exam law,Professional Responsibility / Legal Ethics,Lawyer / Barrister Ethics,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA31A,VA-31,VA-31-A,"Was the decision to sell Specialty to Hams, made by Susanna acting solely as Specialty's Director of Manufacturing, lawful? Explain fully.",Virginia Board of Bar Examiners,Virginia / United States bar exam law,Business Organizations / Agency,Entity Governance / Agency,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA31B,VA-31,VA-31-B,Did the Board of Directors of Hams act within its power in purchasing the assets and assuming the liabilities of Specialty without first seeking shareholder approval? Explain fu...,Virginia Board of Bar Examiners,Virginia / United States bar exam law,Business Organizations / Agency,Entity Governance / Agency,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA31C,VA-31,VA-31-C,"Should the members of the Board of Directors of Hams be held individually liable for (1) the $600,000 paid on the FLSA claims, and (2) the $200,000 loan to Hank? Explain fully.",Virginia Board of Bar Examiners,Virginia / United States bar exam law,Business Organizations / Agency,Entity Governance / Agency,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA32A,VA-32,VA-32-A,Is Donald's correct on each of the arguments made regarding the absence of an implied warranty of fitness as to the ladder? Explain fully.,Virginia Board of Bar Examiners,Virginia / United States bar exam law,Tort,Negligence / Personal Injury,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA32B,VA-32,VA-32-B,Is Donald's correct on each of the arguments made regarding the absence of any sort of implied warranty as to the nail gun? Explain fully.,Virginia Board of Bar Examiners,Virginia / United States bar exam law,Tort,Negligence / Personal Injury,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA33A,VA-33,VA-33-A,"In overruling Jewell's first request for remand, did the District Court properly find subject matter jurisdiction of the original Complaint based on diversity of citizenship? Ex...",Virginia Board of Bar Examiners,Virginia / United States bar exam law,Tort,Medical Malpractice,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA33B,VA-33,VA-33-B,How should the District Court rule on Jewell's second request for remand to the Circuit Court of Fairfax County following her filing of the Amended Complaint? Explain fully.,Virginia Board of Bar Examiners,Virginia / United States bar exam law,Tort,Medical Malpractice,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA33C,VA-33,VA-33-C,Upon what grounds should Jewell base her claim for liability on the part of AMC for her injuries resulting from the slip and fall at the Mall (including the substantive legal th...,Virginia Board of Bar Examiners,Virginia / United States bar exam law,Tort,Medical Malpractice,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA34A,VA-34,VA-34-A,Did Officer Quigley have probable cause to stop Tom's car? Explain fully.,Virginia Board of Bar Examiners,Virginia / United States bar exam law,Tort,Motor Vehicle Accident,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA34B,VA-34,VA-34-B,Did Officer Quigley have probable cause to search the vehicle and to search Tom? Explain fully.,Virginia Board of Bar Examiners,Virginia / United States bar exam law,Tort,Motor Vehicle Accident,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA34C,VA-34,VA-34-C,Did Officer Quigley have probable cause to search Steve? Explain fully.,Virginia Board of Bar Examiners,Virginia / United States bar exam law,Tort,Motor Vehicle Accident,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA34D,VA-34,VA-34-D,DWhat motions should be filed on behalf of Tom and on behalf of Steve to prevent introduction of the syringes and bottle caps and the resulting certificate of analysis? What wou...,Virginia Board of Bar Examiners,Virginia / United States bar exam law,Tort,Motor Vehicle Accident,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA35A,VA-35,VA-35-A,Was the Circuit Court correct in sustaining the Demurrer and dismissing the Complaint? Explain fully.,Virginia Board of Bar Examiners,Virginia / United States bar exam law,Civil Procedure,Civil Procedure,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA35B,VA-35,VA-35-B,"Is the ruling of the Circuit Court in sustaining the Demurrer appealable, and if so, to what court? Explain fully.",Virginia Board of Bar Examiners,Virginia / United States bar exam law,Civil Procedure,Civil Procedure,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA35C,VA-35,VA-35-C,"Assuming the Circuit Court's ruling is appealable, what standard should the appellate court apply in its decision? Explain fully.",Virginia Board of Bar Examiners,Virginia / United States bar exam law,Civil Procedure,Civil Procedure,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA36A,VA-36,VA-36-A,Was Finance correct when it advised Clara that neither of the notes was negotiable? Explain fully.,Virginia Board of Bar Examiners,Virginia / United States bar exam law,Business Organizations / Agency,Entity Governance / Agency,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA36B,VA-36,VA-36-B,"Assume for this part of the question only that neither of the notes was negotiable, and that Clara can prove malpractice by Joe in preparing them. From what party or parties sho...",Virginia Board of Bar Examiners,Virginia / United States bar exam law,Tort,Medical Malpractice,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA37A,VA-37,VA-37-A,"To which Court will the appeal lie, and is it an appeal as a matter of right? Explain fully.",Virginia Board of Bar Examiners,Virginia / United States bar exam law,Tort,Medical Malpractice,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA37B,VA-37,VA-37-B,Was the Circuit Court correct in denying Burger Bar's Special Plea and defense of the statute of limitations? Explain fully.,Virginia Board of Bar Examiners,Virginia / United States bar exam law,Tort,Medical Malpractice,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA37C,VA-37,VA-37-C,Did Burger Bar properly preserve for appeal its objection to the Circuit Court's exclusion of evidence that was the subject of Erin's Motion in Limine ? Explain fully.,Virginia Board of Bar Examiners,Virginia / United States bar exam law,Tort,Medical Malpractice,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA38A,VA-38,VA-38-A,Have the Wilsons timely filed suit? Explain fully.,Virginia Board of Bar Examiners,Virginia / United States bar exam law,Business Organizations / Agency,Entity Governance / Agency,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA38B,VA-38,VA-38-B,"Do the Wilsons have an interest in the lots behind their home that would entitle them to prevent Powhite Park from developing the lots, and, if so, what is that interest, and sh...",Virginia Board of Bar Examiners,Virginia / United States bar exam law,Business Organizations / Agency,Entity Governance / Agency,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA38C,VA-38,VA-38-C,Can the Court properly award the Wilsons attorney's fees if they prevail in their suit? Explain fully.,Virginia Board of Bar Examiners,Virginia / United States bar exam law,Business Organizations / Agency,Entity Governance / Agency,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA40A,VA-40,VA-40-A,Did the Circuit Court err by denying Jerry's motion to suppress the heroin and the hypodermic needle? Explain fully.,Virginia Board of Bar Examiners,Virginia / United States bar exam law,Constitutional / Public Law,Constitutional Law,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA40B,VA-40,VA-40-B,Did the Circuit Court err by denying Jerry's motion to suppress the shotgun shells? Explain fully.,Virginia Board of Bar Examiners,Virginia / United States bar exam law,Constitutional / Public Law,Constitutional Law,,metadata only; content appears only in excerpted sample rows
public_exam,EXTVA40C,VA-40,VA-40-C,Did the Circuit Court err by denying Jerry's motion to strike the evidence pertaining to his possession of a firearm charge? Explain fully.,Virginia Board of Bar Examiners,Virginia / United States bar exam law,Constitutional / Public Law,Constitutional Law,,metadata only; content appears only in excerpted sample rows
